new_index,OpenFIGI_figi,OpenFIGI_name,OpenFIGI_ticker,OpenFIGI_exchCode,OpenFIGI_compositeFIGI,OpenFIGI_securityType,OpenFIGI_marketSector,OpenFIGI_shareClassFIGI,OpenFIGI_securityType2,OpenFIGI_securityDescription,OpenFIGI_uniqueID,OpenFIGI_uniqueIDFutOpt,IB_longName,IB_marketName,IB_secIdList,Origin_Name,Origin_Stock,Origin_Country
14716,BBG000BCS9D6,TECK RESOURCES LTD-CLS B,TECK/B,CN,BBG000BCS9D6,Common Stock,Equity,BBG001S60LH8,Common Stock,TECK/B,,,TECK RESOURCES LTD-CLS B,TECK,CA8787422044,TECK RESOURCES LTD-CLS B,TECK,Mexico
14717,,,,,,,,,,,,,TECKWAH INDUSTRIAL CORP LTD,561,SG0561000464,TECKWAH INDUSTRIAL CORP LTD,561,Singapore
14718,BBG002Z3L4S8,TECNOGLASS INC,TGLS,US,BBG002Z3L4S8,Common Stock,Equity,BBG002Z3L765,Common Stock,TGLS,,,TECNOGLASS INC,TGLS,KYG872641009,TECNOGLASS INC,TGLS,United States of America
14719,,,,,,,,,,,,,TECO ENERGY INC,TE,US8723751009,TECO ENERGY INC,TE,
14720,BBG002CLQ4Y1,TECOGEN INC/WALTHAM MA,TGEN,US,BBG002CLQ4Y1,Common Stock,Equity,BBG002CLQ5R6,Common Stock,TGEN,,,TECOGEN INC/WALTHAM MA,PRIMQX,US87876P2011,TECOGEN INC/WALTHAM MA,TGEN,United States of America
14721,BBG000C4CGB6,TECSYS INC,TCS,CN,BBG000C4CGB6,Common Stock,Equity,BBG001SBYHB5,Common Stock,TCS,,,TECSYS INC,CURRENT,CA8789501043,TECSYS INC,TCYSF,United States of America
14722,BBG000BHP2L4,TED BAKER PLC,TED,LN,BBG000BHP1D5,Common Stock,Equity,BBG001S82B39,Common Stock,TED,,,TED BAKER PLC,SSMM,GB0001048619,TED BAKER PLC,TED,United Kingdom
14723,BBG000GW8Z05,TEE INTERNATIONAL LTD,TEE,SP,BBG000GW8YD4,Common Stock,Equity,BBG001SHG662,Common Stock,TEE,,,TEE INTERNATIONAL LTD,M1Z,SG2C64965297,TEE INTERNATIONAL LTD,M1Z,Singapore
14724,,,,,,,,,,,,,TEE INTL WARRANT 30.10.20,CTMW,SG5HE4000000,TEE INTL WARRANT 30.10.20,CTMW,Singapore
14725,BBG000BLCJG8,TEEKAY CORP,TK,US,BBG000BLCJG8,Common Stock,Equity,BBG001S8K4Q0,Common Stock,TK,,,TEEKAY CORP,TK,MHY8564W1030,TEEKAY CORP,TK,Mexico
14726,BBG00H2MX2K8,SEAPEAK LLC,TGPN,MM,BBG00H2MX2K8,Common Stock,Equity,BBG001SNNFS7,Common Stock,TGPN,,,TEEKAY LNG PARTNERS LP,TGP,MHY8564M1057,TEEKAY LNG PARTNERS LP,TGP,United States of America
14727,BBG00RJ01DQ1,TEEKAY OFFSHORE PARTNERS LP,TOOUSD,EP,BBG00RJ01DP2,MLP,Equity,BBG001SQ1Z37,Partnership Shares,TOOUSD,,,TEEKAY OFFSHORE PARTNERS LP,TOO,MHY8565J1010,TEEKAY OFFSHORE PARTNERS LP,TOO,
14728,BBG000BZ92N0,TEFRON LTD,TFRFF,US,BBG000BZ92N0,Common Stock,Equity,BBG001SB7XJ2,Common Stock,TFRFF,,,TEFRON LTD,TFRFF,IL0010825854,TEFRON LTD,TFRFF,United States of America
14729,BBG000BK5DP1,TEGNA INC,TGNA,US,BBG000BK5DP1,Common Stock,Equity,BBG001S5RHD4,Common Stock,TGNA,,,TEGNA INC,TGNA,US87901J1051,TEGNA INC,TGNA,United States of America
14730,BBG000KWJ513,TEHO INTERNATIONAL INC LTD,TEHO,SP,BBG000KWJ425,Common Stock,Equity,BBG001T43T82,Common Stock,TEHO,,,TEHO INTERNATIONAL INC LTD,5OQ,SG1Y15944495,TEHO INTERNATIONAL INC LTD,5OQ,Singapore
14731,BBG000BFXX22,TEIJIN LTD,3401,JP,BBG000BFXX22,Common Stock,Equity,BBG001S6B6L4,Common Stock,3401,,,TEIJIN LIMITED,3401,JP3544000007,TEIJIN LIMITED,3401,Japan
14732,BBG000BJRD16,TEIKOKU SEN-I CO LTD,3302,JP,BBG000BJRD16,Common Stock,Equity,BBG001S6CD56,Common Stock,3302,,,TEIKOKU SEN-I CO LTD,3302,JP3540800004,TEIKOKU SEN-I CO LTD,3302,Japan
14733,BBG001BT0JZ1,TEJAS NETWORKS LTD,TEJASNET,IN,BBG001BT0JZ1,Common Stock,Equity,BBG001TTPC71,Common Stock,TEJASNET,,,TEJAS NETWORKS LTD,TEJASNET,INE010J01012,TEJAS NETWORKS LTD,TEJASNET,India
14734,BBG000BVK3V5,TEJON RANCH CO,TRC,US,BBG000BVK3V5,Common Stock,Equity,BBG001S5WV65,Common Stock,TRC,,,TEJON RANCH CO,TRC,US8790801091,TEJON RANCH CO,TRC,United States of America
14735,BBG0066JKVR8,TEKCAPITAL PLC,TEK,LN,BBG0066JKVP0,Common Stock,Equity,BBG0066JKVQ9,Common Stock,TEK,,,TEKCAPITAL PLC,ASQ1,GB00BKXGY798,TEKCAPITAL PLC,TEK,United Kingdom
14736,BBG000BH7Z13,TEKKEN CORP,1815,JP,BBG000BH7Z13,Common Stock,Equity,BBG001S6C1N2,Common Stock,1815,,,TEKKEN CORP,1815,JP3545600003,TEKKEN CORP,1815,Japan
14737,BBG000BLDGG3,TEKLA HEALTHCARE INVESTORS,HQH,US,BBG000BLDGG3,Closed-End Fund,Equity,BBG001S5S013,Mutual Fund,HQH,,,TEKLA HEALTHCARE INVESTORS,HQH,US87911J1034,TEKLA HEALTHCARE INVESTORS,HQH,United States of America
14738,BBG000BCDQC5,TEKLA LIFE SCIENCES INVESTOR,HQL,US,BBG000BCDQC5,Closed-End Fund,Equity,BBG001S6TBF1,Mutual Fund,HQL,,,TEKLA LIFE SCIENCES INVESTOR,HQL,US87911K1007,TEKLA LIFE SCIENCES INVESTOR,HQL,United States of America
14739,BBG008NVFX09,TEKLA WORLD HEALTHCARE FUND,THW,US,BBG008NVFX09,Closed-End Fund,Equity,BBG008NVFX18,Mutual Fund,THW,,,TEKLA WORLD HEALTHCARE FUND,THW,US87911L1089,TEKLA WORLD HEALTHCARE FUND,THW,United States of America
14740,BBG00L2R4FV9,TEKMAR GROUP PLC,TGP,LN,BBG00L2R4FT2,Common Stock,Equity,BBG00L2R4FY6,Common Stock,TGP,,,TEKMAR GROUP PLC,ASQ1,GB00BDFGGK53,TEKMAR GROUP PLC,TGP,United Kingdom
14741,BBG0019T5SG0,TELADOC HEALTH INC,TDOC,US,BBG0019T5SG0,Common Stock,Equity,BBG001TG5PC6,Common Stock,TDOC,,,TELADOC HEALTH INC,TDOC,US87918A1051,TELADOC HEALTH INC,TDOC,United States of America
14742,BBG00HVLQPH9,TELARIA INC,TLRAEUR,XB,BBG00HVLQPG0,Common Stock,Equity,BBG0022FSWQ0,Common Stock,TLRAEUR,,,TELARIA INC,TLRA,US8791811057,TELARIA INC,TLRA,
14743,BBG000BLZC96,TELCO CUBA INC,QBAN,US,BBG000BLZC96,Common Stock,Equity,BBG001SP8TQ1,Common Stock,QBAN,,,TELCO CUBA INC,CURRENT,US8792091048,TELCO CUBA INC,QBAN,United States of America
14744,BBG000PYY6W1,TELECHOICE INTERNATIONAL LTD,TLC,SP,BBG000PYY6N1,Common Stock,Equity,BBG001SKXJY7,Common Stock,TLC,,,TELECHOICE INTERNATIONAL LTD,T41,SG1P75919099,TELECHOICE INTERNATIONAL LTD,T41,Singapore
14745,BBG000BL1FQ7,TELECOM ARGENTINA SA-SP ADR,TEO,US,BBG000BL1FQ7,ADR,Equity,BBG001S8DVV2,Depositary Receipt,TEO,,,TELECOM ARGENTINA SA-SP ADR,TEO,US8792732096,TELECOM ARGENTINA SA-SP ADR,TEO,United States of America
14746,BBG006KC7HR3,TELECOM DIGITAL HOLDINGS LTD,6033,HK,BBG006KC7GW9,Common Stock,Equity,BBG006KC7GX8,Common Stock,6033,,,TELECOM DIGITAL HOLDINGS LTD,6033,KYG8741M1197,TELECOM DIGITAL HOLDINGS LTD,6033,Hong Kong
14747,BBG000FLKQB4,TELECOM EGYPT-GDR REG S,TEEG,LI,BBG000FLKPR9,GDR,Equity,BBG001SM32M6,Depositary Receipt,TEEG,,,TELECOM EGYPT-GDR REG S,IOBE,US87927T2024,TELECOM EGYPT-GDR REG S,TEEG,
14748,BBG000BC91H0,TELECOM ITALIA SPA,TIT,IM,BBG000BC9144,Common Stock,Equity,BBG001S693T6,Common Stock,TIT,,,TELECOM ITALIA SPA,TIT,IT0003497168,TELECOM ITALIA SPA,TIT,Italy
14749,BBG000CWNGD0,TELECOM PLUS PLC,TEP,LN,BBG000CWMDK0,Common Stock,Equity,BBG001SFPZG1,Common Stock,TEP,,,TELECOM PLUS PLC,STMM,GB0008794710,TELECOM PLUS PLC,TEP,United Kingdom
14750,BBG004M8M3D4,TELECOM SERVICE ONE HOLDINGS,3997,HK,BBG004K9XFM5,Common Stock,Equity,BBG004K9XFN4,Common Stock,3997,,,TELECOM SERVICE ONE HOLDINGS,3997,KYG873111093,TELECOM SERVICE ONE HOLDINGS,3997,Hong Kong
14751,BBG000BMT9T6,TELEDYNE TECHNOLOGIES INC,TDY,US,BBG000BMT9T6,Common Stock,Equity,BBG001SDK336,Common Stock,TDY,,,TELEDYNE TECHNOLOGIES INC,TDY,US8793601050,TELEDYNE TECHNOLOGIES INC,TDY,Germany
14752,BBG000BV59Y6,TELEFLEX INC,TFX,US,BBG000BV59Y6,Common Stock,Equity,BBG001S5WNP2,Common Stock,TFX,,,TELEFLEX INC,TFX,US8793691069,TELEFLEX INC,TFX,United States of America
14753,BBG003G4DHL2,TELEFONICA DEUTSCHLAND HOLDI,O2D,GR,BBG003G4DHL2,Common Stock,Equity,BBG003G4DHM1,Common Stock,O2D,,,TELEFONICA DEUTSCHLAND HOLDI,XETRA,DE000A1J5RX9,TELEFONICA DEUTSCHLAND HOLDI,O2D,Germany
14754,BBG000C20331,TELEFONICA SA,TEF,SM,BBG000C20331,Common Stock,Equity,BBG001S69MY8,Common Stock,TEF,,,TELEFONICA SA,TEF,ES0178430E18,TELEFONICA SA,TEF,Spain
14755,BBG000BV2R33,TELEFONICA SA-SPON ADR,TEF,US,BBG000BV2R33,ADR,Equity,BBG001S5WMH3,Depositary Receipt,TEF,,,TELEFONICA SA-SPON ADR,TEF,US8793822086,TELEFONICA SA-SPON ADR,TEF,Mexico
14756,BBG000D7C176,TELEKOM AUSTRIA AG,TA1,GR,BBG000D7C176,Common Stock,Equity,BBG001SD38P0,Common Stock,TA1,,,TELEKOM AUSTRIA AG,XETRA,AT0000720008,TELEKOM AUSTRIA AG,TKA1,Austria
14757,BBG00FQSMDF7,TELENAV INC,TNAVEUR,XS,BBG00FQSMCY8,Common Stock,Equity,BBG001SRCG35,Common Stock,TNAVEUR,,,TELENAV INC,TNAV,US8794551031,TELENAV INC,TNAV,United States of America
14758,BBG000BJ0D15,TELENET GROUP HOLDING NV,TNET,BB,BBG000BJ0CP1,Common Stock,Equity,BBG001S7SX71,Common Stock,TNET,,,TELENET GROUP HOLDING NV,TNET,BE0003826436,TELENET GROUP HOLDING NV,TNET,Belgium
14759,BBG000BC86D4,TELEPERFORMANCE,TEP,FP,BBG000BC85Z2,Common Stock,Equity,BBG001S69BL6,Common Stock,TEP,,,TELEPERFORMANCE,TEPN,FR0000051807,TELEPERFORMANCE,TEPN,Mexico
14760,BBG001939SD6,TELEPHONE & DATA SYSTEM,TDS 6.875 11/15/59,NOT LISTED,,PUBLIC,Pfd,,Preferred Stock,TDS 6 7/8 11/15/59,,,TELEPHONE & DATA SYSTEM,TDE,US8794338454,TELEPHONE & DATA SYSTEM,TDE,United States of America
14761,BBG0000087P7,TELEPHONE & DATA SYSTEMS,TDS 6.625 03/31/45,NOT LISTED,,PUBLIC,Pfd,,Preferred Stock,TDS 6 5/8 03/31/45,,,TELEPHONE AND DATA SYSTEMS INC 6.625% PFD,TDI,US8794338520,TELEPHONE AND DATA SYSTEMS INC 6.625% PFD,TDI,United States of America
14762,BBG00CSRGST3,TELEPIZZA GROUP SA,TPZE,PO,BBG00CSRGSR5,Common Stock,Equity,BBG001SPH7Z9,Common Stock,TPZE,,,TELEPIZZA GROUP SA,TPZ,ES0105128005,TELEPIZZA GROUP SA,TPZ,
14763,BBG000BC8WQ3,TELESTE OYJ,TLT1V,FH,BBG000BC8W01,Common Stock,Equity,BBG001S6DPP6,Common Stock,TLT1V,,,TELESTE OYJ,XETRA,FI0009007728,TELESTE OYJ,TLT,Finland
14764,,,,,,,,,,,,,TELESTONE TECHNOLOGIES CORP,TSTC,US87953J1025,TELESTONE TECHNOLOGIES CORP,TSTC,
14765,BBG000BCFW67,TELEVISION FRANCAISE (T.F.1),TFI,FP,BBG000BCFVJ5,Common Stock,Equity,BBG001S69N94,Common Stock,TFI,,,TELEVISION FRANCAISE (T.F.1),TFI,FR0000054900,TELEVISION FRANCAISE (T.F.1),TFI,France
14766,,,,,,,,,,,,,TELFORD HOMES PLC,TEF,GB0031022154,TELFORD HOMES PLC,TEF,
14767,BBG000C43432,TELIA LIETUVA AB,TEL1L,LH,BBG000C433K5,Common Stock,Equity,BBG001SDHZS2,Common Stock,TEL1L,,,TELIA LIETUVA AB,TEL1L,LT0000123911,TELIA LIETUVA AB,TEL1L,Lithuania
14768,,,,,,,,,,,,,TELIPHONE CORP,TLPH,US87960U1088,TELIPHONE CORP,TLPH,
14769,BBG00HZHXWM5,TELIX PHARMACEUTICALS LTD,TLX,AU,BBG00HZHXWM5,Common Stock,Equity,BBG00HZHXWV5,Common Stock,TLX,,,TELIX PHARMACEUTICALS LTD,TLX,AU000000TLX2,TELIX PHARMACEUTICALS LTD,TLX,Australia
14770,BBG000MKC989,TELKOM SA SOC LTD,TKG,SJ,BBG000MKC8K7,Common Stock,Equity,BBG001SG1615,Common Stock,TKG,,,TELKOM SA SOC LTD,TKG,ZAE000044897,TELKOM SA SOC LTD,TKG,South Africa
14771,BBG000D0M6C3,TELKONET INC,TKOI,US,BBG000D0M6C3,Common Stock,Equity,BBG001SD0H46,Common Stock,TKOI,,,TELKONET INC,TKOI,US8796041064,TELKONET INC,TKOI,United States of America
14772,BBG000GBQ1C3,TELLING TELECOMMUNICATION-A,829,CH,BBG000GBQ1C3,Common Stock,Equity,BBG001SJWH57,Common Stock,829,,,TELLING TELECOMMUNICATION-A,829,CNE000000TM1,TELLING TELECOMMUNICATION-A,829,China
14773,BBG000CS2ZS4,TELLURIAN INC,TELL,US,BBG000CS2ZS4,Common Stock,Equity,BBG001S5TB09,Common Stock,TELL,,,TELLURIAN INC,TELL,US87968A1043,TELLURIAN INC,TELL,United States of America
14774,BBG00GM9QQP7,TELRAD NETWORKS LTD,TLRD,IT,BBG000G09ZK2,Common Stock,Equity,BBG001SMGCQ6,Common Stock,TLRD,,,TELRAD NETWORKS LTD,TLRD,IL0011409534,TELRAD NETWORKS LTD,TLRD,Israel
14775,BBG000BTKG69,TELSTRA CORP LTD,TLS,AU,BBG000BTKG69,Common Stock,Equity,BBG001S5VXW3,Common Stock,TLS,,,TELSTRA CORPORATION LIMITED.,XETRA,AU000000TLS2,TELSTRA CORPORATION LIMITED.,TSTA,Germany
14776,BBG000BZYZB2,TELUS CORP,T,CN,BBG000BZYZB2,Common Stock,Equity,BBG001S60K53,Common Stock,T,,,TELUS CORPORATION,TU,CA87971M1032,TELUS CORPORATION,TU,United States of America
14777,BBG000DD0GQ2,TEMAIRAZU INC,2477,JP,BBG000DD0GQ2,Common Stock,Equity,BBG001SMJNQ9,Common Stock,2477,,,TEMAIRAZU INC,2477,JP3783300001,TEMAIRAZU INC,2477,Japan
14778,BBG002PHY253,TEMBO GOLD CORP,TEM,CN,BBG002PHY253,Common Stock,Equity,BBG002PHY2Y1,Common Stock,TEM,,,TEMBO GOLD CORP,TEM,CA87974N4057,TEMBO GOLD CORP,TEM,Canada
14779,BBG00JDHD7N1,TEMPEST SECURITY AB,TSEC,SF,BBG00JDHD7G9,Common Stock,Equity,BBG00JDHD7H8,Common Stock,TSEC,,,TEMPEST SECURITY AB,TSEC,SE0010469221,TEMPEST SECURITY AB,TSEC,Sweden
14780,BBG000BG0Q76,TEMPLE BAR INVESTMENT TRUST,TMPL,LN,BBG000BG0NM6,Closed-End Fund,Equity,BBG001S63HG5,Mutual Fund,TMPL,,,TEMPLE BAR INVESTMENT TRUST,STMM,GB00BMV92D64,TEMPLE BAR INVESTMENT TRUST,TMPL,United Kingdom
14781,BBG00CW2P746,TEMPLE HOTELS INC,TPH2EUR,XS,BBG00CW2P6N7,Common Stock,Equity,BBG001SNYFV1,Common Stock,TPH2EUR,,,TEMPLE HOTELS INC,TPH,CA8798542061,TEMPLE HOTELS INC,TPH,
14782,BBG000DL6S28,TEMPLETON DRAGON FUND INC,TDF,US,BBG000DL6S28,Closed-End Fund,Equity,BBG001S7QPF1,Mutual Fund,TDF,,,TEMPLETON DRAGON FUND INC,TDF,US88018T1016,TEMPLETON DRAGON FUND INC,TDF,United States of America
14783,BBG000BBDJ42,TEMPLETON EMERG MKTS INC FD,TEI,US,BBG000BBDJ42,Closed-End Fund,Equity,BBG001S5WMJ1,Mutual Fund,TEI,,,TEMPLETON EMERG MKTS INC FD,TEI,US8801921094,TEMPLETON EMERG MKTS INC FD,TEI,United States of America
14784,BBG000BB8QR7,TEMPLETON EMERGING MARKETS-O,TEM,LN,BBG000BB8PS8,Closed-End Fund,Equity,BBG001S5TPD4,Mutual Fund,TEM,,,TEMPLETON EMERGING MARKETS-O,STMM,GB00BKPG0S09,TEMPLETON EMERGING MARKETS-O,TEM,United Kingdom
14785,BBG000BHWFQ2,TEMPLETON EMERGING MKTS FND,EMF,US,BBG000BHWFQ2,Closed-End Fund,Equity,BBG001S5QVH0,Mutual Fund,EMF,,,TEMPLETON EMERGING MKTS FND,EMF,US8801911012,TEMPLETON EMERGING MKTS FND,EMF,United States of America
14786,,,,,,,,,,,,,TEMPLETON GLOBAL GROWTH FUND,TGG,AU000000TGG7,TEMPLETON GLOBAL GROWTH FUND,TGG,Australia
14787,BBG000BKC3Z4,TEMPLETON GLOBAL INCOME FUND,GIM,US,BBG000BKC3Z4,Closed-End Fund,Equity,BBG001S5RKQ3,Mutual Fund,GIM,,,TEMPLETON GLOBAL INCOME FUND,GIM,US8801981064,TEMPLETON GLOBAL INCOME FUND,GIM,United States of America
14788,BBG000BB0RV8,TEMPO AUSTRALIA LTD,TPP,AU,BBG000BB0RV8,Common Stock,Equity,BBG001S5NPZ6,Common Stock,TPP,,,TEMPO AUSTRALIA LTD,TPP,AU000000TPP9,TEMPO AUSTRALIA LTD,TPP,Australia
14789,BBG000GHLDR3,TEMPUR SEALY INTERNATIONAL I,TPD,GR,BBG000GHLDR3,Common Stock,Equity,BBG001SH81D4,Common Stock,TPD,,,TEMPUR SEALY INTERNATIONAL I,TPX,US88023U1016,TEMPUR SEALY INTERNATIONAL I,TPX,United States of America
14790,,,,,,,,,,,,,TEMPUS APPLIED SOLUTIONS HOL,TMPS,US88024L1008,TEMPUS APPLIED SOLUTIONS HOL,TMPS,United States of America
14791,BBG0024TZ1T5,TEMPUS CAPITAL INC,TEMP,CN,BBG0024TZ1T5,Common Stock,Equity,BBG0024TZ2F8,Common Stock,TEMP,,,TEMPUS CAPITAL INC,TEMP,CA88024G1019,TEMPUS CAPITAL INC,TEMP,Canada
14792,BBG0029CPV30,TEMPUS HOLDINGS LTD,6880,HK,BBG0029CPV21,Common Stock,Equity,BBG0029CPV49,Common Stock,6880,,,TEMPUS HOLDINGS LTD,6880,KYG8756N1016,TEMPUS HOLDINGS LTD,6880,Hong Kong
14793,BBG00L4WGYT5,TEMPUS RESOURCES LTD,TMR,AU,BBG00L4WGYT5,Common Stock,Equity,BBG00L4WGZ21,Common Stock,TMR,,,TEMPUS RESOURCES LTD,TMR,AU0000017535,TEMPUS RESOURCES LTD,TMR,Australia
14794,BBG000BCTN53,TEN ALLIED CO LTD,8207,JP,BBG000BCTN53,Common Stock,Equity,BBG001S6JDX8,Common Stock,8207,,,TEN ALLIED CO LTD,8207,JP3547200000,TEN ALLIED CO LTD,8207,Japan
14795,BBG00J3LJ5C3,TEN LIFESTYLE GROUP PLC,TENG,LN,BBG00J3LJ5B4,Common Stock,Equity,BBG00J3LJ5G9,Common Stock,TENG,,,TEN LIFESTYLE GROUP PLC,AMSM,GB00BF188X60,TEN LIFESTYLE GROUP PLC,TENG,United Kingdom
14796,BBG00BKX70G5,TEN PAO GROUP HOLDINGS LTD,1979,HK,BBG00BKX70F6,Common Stock,Equity,BBG00BKX70H4,Common Stock,1979,,,TEN PAO GROUP HOLDINGS LTD,1979,KYG876031090,TEN PAO GROUP HOLDINGS LTD,1979,Hong Kong
14797,BBG00LBLCD02,TENABLE HOLDINGS INC,TENB,US,BBG00LBLCD02,Common Stock,Equity,BBG00LBLCDR3,Common Stock,TENB,,,TENABLE HOLDINGS INC,NMS,US88025T1025,TENABLE HOLDINGS INC,TENB,United States of America
14798,BBG000BJ6R36,TENAX THERAPEUTICS INC,TENX,US,BBG000BJ6R36,Common Stock,Equity,BBG001S78GM3,Common Stock,TENX,,,TENAX THERAPEUTICS INC,SCM,US88032L2097,TENAX THERAPEUTICS INC,TENX,Germany
14799,BBG000CPHYL4,TENET HEALTHCARE CORP,THC,US,BBG000CPHYL4,Common Stock,Equity,BBG001S70FY0,Common Stock,THC,,,TENET HEALTHCARE CORP,THC,US88033G4073,TENET HEALTHCARE CORP,THC,United States of America
14800,BBG000G1X8W0,TENNANT CO,TN1,GR,BBG000G1X8W0,Common Stock,Equity,BBG001SCHFK6,Common Stock,TN1,,,TENNANT CO,TNC,US8803451033,TENNANT CO,TNC,United States of America
14801,BBG000BJB6R0,TENNECO INC-CLASS A,TEN,US,BBG000BJB6R0,Common Stock,Equity,BBG001S8GM94,Common Stock,TEN,,,TENNECO INC-CLASS A,TEN,US8803491054,TENNECO INC-CLASS A,TEN,Germany
14802,BBG000T0YKK3,TENNESSEE VALLEY FINANCIAL,TVLF,US,BBG000T0YKK3,Common Stock,Equity,BBG001T5L4L9,Common Stock,TVLF,,,TENNESSEE VALLEY FINANCIAL,CURRENT,US88059U4058,TENNESSEE VALLEY FINANCIAL,TVLF,United States of America
14803,BBG000CJ4YS5,TENTH AVENUE PETROLEUM CORP,TPC,CN,BBG000CJ4YS5,Common Stock,Equity,BBG001SLZLJ5,Common Stock,TPC,,,TENTH AVENUE PETROLEUM CORP,TPC,CA88075A1021,TENTH AVENUE PETROLEUM CORP,TPC,Canada
14804,BBG000BTD4K8,TERA SOFTWARE LTD,TERA,IN,BBG000BTD4K8,Common Stock,Equity,BBG001SF66V9,Common Stock,TERA,,,TERA SOFTWARE LTD,TERASOFT,INE482B01010,TERA SOFTWARE LTD,TERASOFT,India
14805,BBG000R0L5J4,TERADATA CORP,TDC,US,BBG000R0L5J4,Common Stock,Equity,BBG001SPRJ28,Common Stock,TDC,,,TERADATA CORP,TDC,US88076W1036,TERADATA CORP,TDC,United States of America
14806,BBG000BV4DR6,TERADYNE INC,TER,US,BBG000BV4DR6,Common Stock,Equity,BBG001S5WMZ3,Common Stock,TER,,,TERADYNE INC,NMS,US8807701029,TERADYNE INC,TER,Germany
14807,BBG000NQ5X26,TERAGO INC,TGO,CN,BBG000NQ5X26,Common Stock,Equity,BBG001SQPL14,Common Stock,TGO,,,TERAGO INC,TGO,CA88079F1071,TERAGO INC,TGO,Canada
14808,BBG000PBY9G3,TERAS RESOURCES INC,TRA,CN,BBG000PBY9G3,Common Stock,Equity,BBG001SK6B29,Common Stock,TRA,,,TERAS RESOURCES INC,CURRENT,CA8808411018,TERAS RESOURCES INC,TRARF,United States of America
14809,BBG000DJTRN7,TERASAKI ELECTRIC CO LTD,6637,JP,BBG000DJTRN7,Common Stock,Equity,BBG001SMM0S3,Common Stock,6637,,,TERASAKI ELECTRIC CO LTD,6637,JP3546100003,TERASAKI ELECTRIC CO LTD,6637,Japan
14810,BBG000C7B436,TEREX CORP,TEX,US,BBG000C7B436,Common Stock,Equity,BBG001S6PZQ0,Common Stock,TEX,,,TEREX CORP,TEX,US8807791038,TEREX CORP,TEX,Germany
14811,BBG000BXHLN4,TERILOGY CO LTD,3356,JP,BBG000BXHLN4,Common Stock,Equity,BBG001SCXN67,Common Stock,3356,,,TERILOGY CO LTD,3356,JP3546600002,TERILOGY CO LTD,3356,Japan
14812,BBG000BFX9L4,TERMBRAY INDUSTRIES INTL,93,HK,BBG000BFX8C6,Common Stock,Equity,BBG001S6WQN5,Common Stock,93,,,TERMBRAY INDUSTRIES INTL,93,BMG8760C1414,TERMBRAY INDUSTRIES INTL,93,Hong Kong
14813,BBG000CQGFG0,TERMINUS ENERGY INC,TMGY,US,BBG000CQGFG0,Common Stock,Equity,BBG001SGTGK2,Common Stock,TMGY,,,TERMINUS ENERGY INC,TMGY,US8808721067,TERMINUS ENERGY INC,TMGY,United States of America
14814,BBG000LTPD97,TERNIUM SA-SPONSORED ADR,TX,US,BBG000LTPD97,ADR,Equity,BBG001SQ4WV0,Depositary Receipt,TX,,,TERNIUM SA-SPONSORED ADR,TX,US8808901081,TERNIUM SA-SPONSORED ADR,TX,Mexico
14815,BBG000PHQM07,TERRA ENERGY & RESOURCE TECH,TEGR,US,BBG000PHQM07,Common Stock,Equity,BBG001SLCK57,Common Stock,TEGR,,,TERRA ENERGY & RESOURCE TECH,NOINFO,US88100A1016,TERRA ENERGY & RESOURCE TECH,TEGR,United States of America
14816,BBG000TJKZZ8,TERRA ENERGY RESOURCES LTD,TRRE,US,BBG000TJKZZ8,Common Stock,Equity,BBG001T07RR9,Common Stock,TRRE,,,TERRA ENERGY RESOURCES LTD,LIMITED,US88101J2006,TERRA ENERGY RESOURCES LTD,TRRE,United States of America
14817,BBG00K1JFL09,TERRA NITROGEN COMPANY LP,TNHUSD,X2,BBG00K1JFL09,MLP,Equity,BBG001S65D18,Partnership Shares,TNHUSD,,,TERRA NITROGEN COMPANY LP,TNH,US8810052014,TERRA NITROGEN COMPANY LP,TNH,
14818,BBG000R8T3J4,TERRACE ENERGY CORP,TZR,CN,BBG000R8T3J4,Common Stock,Equity,BBG001STBC13,Common Stock,TZR,,,TERRACE ENERGY CORP,TZR,CA88103M3003,TERRACE ENERGY CORP,TZR,Canada
14819,BBG000HRKJX1,TERRACE VENTURES INC,TVER,US,BBG000HRKJX1,Common Stock,Equity,BBG001SP8RR4,Common Stock,TVER,,,TERRACE VENTURES INC,NOINFO,US88101U3041,TERRACE VENTURES INC,TVER,United States of America
14820,BBG000NSNNH8,TERRACO GOLD CORP,TCEGF,PQ,BBG000NSNFC0,Common Stock,Equity,BBG001SC6HP9,Common Stock,TCEGF,,,TERRACO GOLD CORP.,TEN,CA88101N1024,TERRACO GOLD CORP.,TEN,
14821,BBG00BS2MMV3,TERRAFORM POWER INC - A,TERPEUR,XS,BBG00BS2MMC4,Common Stock,Equity,BBG006KY8KW1,Common Stock,TERPEUR,,,TERRAFORM POWER INC - A,TERP,US88104R2094,TERRAFORM POWER INC - A,TERP,United States of America
14822,BBG000BXYCH2,TERRAIN MINERALS LTD,TMX,AU,BBG000BXYCH2,Common Stock,Equity,BBG001SJNGW9,Common Stock,TMX,,,TERRAIN MINERALS LTD,TMX,AU000000TMX0,TERRAIN MINERALS LTD,TMX,Australia
14823,BBG000HY3262,TERRAMIN AUSTRALIA LTD,TZN,AU,BBG000HY3262,Common Stock,Equity,BBG001SHW888,Common Stock,TZN,,,TERRAMIN AUSTRALIA LIMITED,TZN,AU000000TZN3,TERRAMIN AUSTRALIA LIMITED,TZN,Australia
