,marketName,longName,isin
0,PGLC,PERSHING GOLD CORP,US7153022048
0,CURRENT,PERSHING RESOURCES CO INC,US7153101081
0,PSH,PERSHING SQUARE HOLDINGS LTD,GG00BPFJTF46
0,SET1,PERSIMMON PLC,GB0006825383
0,PERSISTEN,PERSISTENT SYSTEMS LTD,INE262H01013
0,2181,PERSOL HOLDINGS CO LTD,JP3547670004
0,GRPI,PERSONA RECORDS INC,US40051Y1091
0,NMS,PERSONALIS INC,US71535D1063
0,PRSP,PERSPECTA INC,US7153471005
4,3395,PERSTA RESOURCES INC,CA71535Q1072
0,PER,PERUVIAN METALS CORP,CA7156971086
0,CURRENT,PERVASIP CORP,US7157092005
0,NMS,PETIQ INC,US71639T1060
0,NOINFO,PETLIFE PHARMACEUTICALS INC,US71639C1036
0,NMS,PETMED EXPRESS INC,US7163821066
1,PTR,PETRATHERM LTD,AU000000PTR5
0,PTP.H,PETRICHOR ENERGY INC,CA71643U1075
0,PTRZ,PETRO AMERICA CORP,US71643L1070
0,ASQ1,PETRO MATAD LTD,IM00B292WR19
0,NOINFO,PETRO RIVER OIL CORP,US71647K3032
0,XETRA,PETROBRAS - PETROLEO BRAS-PR,BRPETRACNPR6
0,STMM,PETROFAC LTD,GB00B0H2K534
1,PFC,PETROFRONTIER CORP,CA71648X1069
0,CURRENT,PETROGAS COMPANY,US71649B4005
0,CURRENT,PETROGRESS INC,US71650A3095
0,PBR,PETROLEO BRASILEIRO-SPON ADR,US71654V4086
0,NOINFO,PETROLIA ENERGY CORP,US71668V1052
0,CURRENT,PETROLYMPIC LTD,CA7167251064
0,PTRO,PETROMINERALS CORP,US7167322012
0,PEII,PETRON ENERGY II INC,US71674W4024
2,ASQ1,PETRONEFT RESOURCES PLC,IE00B0Q82B24
0,PETRONET,PETRONET LNG LTD,INE347G01014
0,QWST,PETROQUEST ENERGY INC,US7167484051
0,QWST,PETROQUEST ENERGY INC,US7167484051
0,PRHRQ,PETROSHARE CORP,US71677L1061
1,PSON,PETROSONIC ENERGY INC,US71676J1025
0,CURRENT,PETROSUN INC,US71676G1085
0,ASQ1,PETROTAL CORP,CA71677J1012
0,PTOG,PETROTECH OIL & GAS INC,US71677C1062
0,CURRENT,PETROTEQ ENERGY INC,CA71678B1076
0,PTC,PETROX RESOURCES CORP,CA7167661007
0,INTPRIMQX,PETRUS RESOURCES LTD,CA71678F1080
1,STMM,PETS AT HOME GROUP PLC,GB00BJ62K685
22,UG,PEUGEOT S.A.,FR0000121501
0,8221,PF GROUP HOLDINGS LTD,KYG704861080
0,PFB,PFB CORPORATION,CA69331T1012
0,XETRA,PFEIFFER VACUUM TECHNOLOGY,DE0006916604
0,PFNX,PFENEX INC,US7170711045
0,PFE,PFIZER INC,US7170811035
0,PFIZER,PFIZER LIMITED,INE182A01018
0,SCM,PFSWEB INC,US7170982067
0,PGEL,PG ELECTROPLAST LTD,INE457L01011
0,GHY,PGIM GLOBAL HIGH YIELD FUND,US69346J1060
1,ISD,PGIM HIGH YIELD BOND FUND,US69346H1005
0,PGTI,PGT INNOVATIONS INC,US69336V1017
0,2929,PHARMA FOODS INTERNATIONAL,JP3802310007
0,PBSV,PHARMA-BIO SERV INC,US71711N1000
1,PCLO,PHARMACIELO LTD,CA71716K1012
0,PHMB,PHARMACOM BIOVET INC,US71720A1079
0,SCM,PHARMACYTE BIOTECH INC,US71715X2036
1,PHRX,PHARMAGEN INC,US71715W1062
0,CURRENT,PHARMAGREEN BIOTECH INC,US71716C1099
0,2796,PHARMARISE HOLDINGS CORP,JP3802320006
1,ROTH,PHARMAROTH LABS INC,US71715Y1029
1,PAA,PHARMAUST LTD,AU000000PAA1
0,XETRA,PHARMAXIS LTD,AU000000PXS5
0,CURRENT,PHARMCHEM INC,US7171331025
4,PMC,PHARMERICA CORP,US71714F1049
0,PHARM,PHARMING GROUP NV,NL0010391025
0,ALPHA1,PHARNEXT SA,FR0011191287
0,NMS,PHASEBIO PHARMACEUTICALS INC,US7172241090
0,NOINFO,PHASERX INC,US71723F1030
25,PNM,PHENOMEDIA AG,DE0005414908
0,XETRA,PHH CORP,US6933202029
0,CURRENT,PHI GROUP INC,US69338D2080
0,NMS,PHIBRO ANIMAL HEALTH CORP-A,US71742Q1067
0,3267,PHIL COMPANY,JP3802930002
1,PM,PHILIP MORRIS INTERNATIONAL,US7181721090
2,PSC,PHILIP SERVICES CORPORATION CM,US7181931053
0,INPHI,PHILIPS ELECTRONICS NV,NL0000009322
0,BYJ,PHILLIP S-APAC DIVD LDR RETF,SG1DB9000009
0,PSX,PHILLIPS 66,US7185461040
0,PDRG,PHILLIPS EDISON GROCERY CENT,US71844W1009
2,VIDA,PHIVIDA HOLDINGS INC,CA71880G1000
4,8066,PHOENITRON HOLDINGS LTD,KYG7059R1323
0,PCO,PHOENIX CANADA OIL CO LTD,CA7190151091
3,PNX,PHOENIX COMPANIES INC,US71902E6041
0,CURRENT,PHOENIX FOOTWEAR GROUP INC.,US71903M2098
0,SET1,PHOENIX GROUP HOLDINGS PLC,GB00BGXQNP29
0,PHOE,PHOENIX HOLDINGS LTD/THE,IL0007670123
0,NOINFO,PHOENIX LIFE SCIENCES INTERN,US71910Q1022
0,2008,PHOENIX MEDIA INVESTMENT HOL,KYG706261099
0,PHOENIXLT,PHOENIX MILLS LIMITED,INE211B01039
0,FENG,PHOENIX NEW MEDIA LTD -ADR,US71910C2026
0,XETRA,PHOENIX SOLAR AG,DE000A0BVU93
0,SSMM,PHOENIX SPREE DEUTSCHLAND LT,JE00B248KJ21
0,NOINFO,PHOSPHATE HOLDINGS INC,US71922F1021
3,PHO,PHOTOCURE ASA.,NO0010000045
2,PHO,PHOTON CONTROL INC,CA7193601092
31,PEN,PHOTON ENERGY NV,NL0010391108
0,MLPHO,PHOTONIKE CAPITAL SA,BE0948608451
0,NMS,PHOTRONICS INC,US7194051022
0,SCM,PHUNWARE INC,US71948P1003
0,PHX,PHX ENERGY SERVICES CORP,CA69338U1012
0,PHYH,PHYSICIANS HEALTHCARE MANAGE,US71943J1097
1,DOC,PHYSICIANS REALTY TRUST,US71943U1043
0,PIIND,PI INDUSTRIES LTD,INE603J01030
0,4337,PIA CORP,JP3801570007
0,PIA,PIAGGIO & C. S.P.A.,IT0003073266
0,7044,PIALA INC,JP3801650007
1,PIK,PICK N PAY STORES LTD,ZAE000005443
0,2925,PICKLES CORP,JP3801800008
0,SSMM,PICTON PROPERTY INCOME LTD,GB00B0LCW208
0,PIDILITIN,PIDILITE INDUSTRIES LTD,INE318A01026
0,NOINFO,PIEDMONT COMMUNITY BANK GROU,US72013P1084
0,PNY,PIEDMONT NATURAL GAS CO,US7201861058
0,PDM,PIEDMONT OFFICE REALTY TRU-A,US7201902068
1,PEA,PIERIDAE ENERGY LTD,CA7207861021
0,SCM,PIERIS PHARMACEUTICALS INC,US7207951036
0,PRL1,PIERREL SPA,IT0004007560
0,2818,PIETRO CO LTD,JP3801590005
0,7956,PIGEON CORP,JP3801600002
7,PRC,PIKE RIVER COAL LTD,NZPRCE0001S3
0,PIKL,PIKSEL INC CLASS A-2,US72141R2085
0,PILITA,PIL ITALICA LIFESTYLE LTD,INE600A01035
0,PLS,PILBARA MINERALS LTD,AU000000PLS0
0,PGPM,PILGRIM PETROLEUM CORP,US72147P1075
2,NMS,PILGRIM'S PRIDE CORP,US72147K1088
0,CURRENT,PILLARSTONE CAPITAL REIT,US7214911080
0,7846,PILOT CORP,JP3780610006
0,PGY,PILOT ENERGY LTD,AU000000PGY8
0,BOND,PIMCO ACTIVE BOND EXCHANGE-T,US72201R7750
1,PDI,PIMCO DYNAMIC INCOME FUND,US72201Y1010
0,PHK,PIMCO HIGH INCOME FUND,US7220141078
0,PFL,PIMCO INCOME STRATEGY FUND,US72201H1086
0,PMF,PIMCO MUNICIPAL INCOME FUND,US72200R1077
0,RCS,PIMCO STRATEGIC INCOME FUND,US72200X1046
0,NMS,PINDUODUO INC-ADR,US7223041028
0,1989,PINE CARE GROUP LTD,KYG710081095
0,PNE,PINE CLIFF ENERGY LTD,CA7225241057
0,1079,PINE TECHNOLOGY HLDGS LTD,BMG709641044
0,PVM,PINE VALLEY MINING CORPORATION,CA72301P1099
0,CURRENT,PINEAPPLE EXPRESS INC,US72302T1007
0,CURRENT,PINETREE CAPITAL LTD,CA7233308583
0,000001,PING AN BANK CO LTD-A,CNE000000040
4,1833,PING AN HEALTHCARE AND TECHN,KYG711391022
0,2318,PING AN INSURANCE GROUP CO-H,CNE1000003X6
2,SCM,PINGTAN MARINE ENTERPRISE LT,KYG7114V1023
0,PINF,PININFARINA SPA,IT0003056386
0,PMKY,PINKMONKEY.COM INC,US7234371091
0,CURRENT,PINNACLE BANCSHARES INC,US7229031015
0,PREMQX,PINNACLE BANK/GILROY CA,US72346K1079
0,PREMQX,PINNACLE BANKSHARES CORP,US72345E1029
4,PNK,PINNACLE ENTERTAINMENT INC,US72348Y1055
0,NMS,PINNACLE FINANCIAL PARTNERS,US72346Q1040
0,PF,PINNACLE FOODS INC,US72348P1049
1,PL,PINNACLE RENEWABLE ENERGY IN,CA72349J1075
0,NMS,PINTEC TECHNOLOGY HOLDINGS L,US72352G2066
0,PINS,PINTEREST INC- CLASS A,US72352L1061
0,CURRENT,PIONEER BANKSHARES INC,US7236181043
0,PIONDIST,PIONEER DISTILLERIES LTD,INE889E01010
0,HNW,PIONEER DIVERSIFIED HIGH INC,US7236531015
0,PIONEEREM,PIONEER EMBROIDERIES LTD,INE156C01018
0,XETRA,PIONEER ENERGY SERVICES CORP,US7236641087
0,224,PIONEER GLOBAL GROUP LIMITED,BMG7098N1002
0,PXD,PIONEER NATURAL RESOURCES CO,US7237871071
0,LIMITED,PIONEER OIL & GAS,US7238263013
0,SCM,PIONEER POWER SOLUTIONS INC,US7238363003
0,PTE,PIONEERING TECHNOLOGY CORP,CA72403R1029
0,PIPR,PIPER SANDLER COS,US7240781002
0,PIPE,PIPESTONE ENERGY CORP,CA7241121077
0,PEL,PIRAMAL ENTERPRISES LTD,INE140A01024
0,PBI,PITNEY BOWES INC,US7244791007
0,PITTIENG,PITTI ENGINEERING LTD,INE450D01021
0,XETRA,PITTLER MASCHINENFABRIK AG,DE0006925001
2,PVT,PIVOTAL ACQUISITION CORP-A,US72583A1016
0,PVS,PIVOTAL SYSTEMS CORP INC-CDI,AU0000013468
0,PXRB,PIXARBIO CORP,US72582G1094
0,2743,PIXEL COMPANYZ INC,JP3765210004
0,6731,PIXELA CORP,JP3801620000
0,NMS,PIXELWORKS INC,US72581M3051
4,8053,PIZU GROUP HOLDINGS LTD,KYG7112V1041
0,PZA,PIZZA PIZZA ROYALTY CORP,CA72585V1031
0,PJT,PJT PARTNERS INC - A,US69343T1079
1,PKO,PKO BANK POLSKI SA,PLPKO0000016
0,E27,PLACE HOLDINGS LTD/THE,SG1Q02920318
0,BPK,PLACER GOLD INTERNATIONAL NV,NL0006195455
0,MLPLC,PLACOPLATRE,FR0000030769
0,NMS,PLAINS ALL AMER PIPELINE LP,US7265031051
0,PXP,PLAINS EXPLORATION & PRODUCT,US7265051000
0,NMS,PLAINS GP HOLDINGS LP-CL A,US72651A2078
0,CURRENT,PLAINTREE SYSTEMS INC,CA72663E2050
0,CURRENT,PLANDAI BIOTECHNOLOGY INC,US72703D1000
0,PLNT,PLANET FITNESS INC - CL A,US72703H1014
0,PLAG,PLANET GREEN HOLDINGS CORP,US72703U1025
0,2391,PLANET INC,JP3833120003
0,CURRENT,PLANET RESOURCE RECOVERY INC,US72705J1051
0,7646,PLANT CO LTD,JP3895000002
0,AMSM,PLANT HEALTH CARE PLC,GB00B01JC540
0,PMAH,PLASMATECH INC,US72754B1026
0,PLSN,PLASSON INDUSTRIES LTD,IL0010816036
0,PLTYF,PLASTEC TECHNOLOGIES LTD,KYG712181042
0,PLASTIBLE,PLASTIBLENDS INDIA LTD,INE083C01022
0,PLA,PLATA LATINA MINERALS CORP,CA72763R1064
0,PLUUF,PLATEAU ENERGY METALS INC,CA72764B1004
0,PGM,PLATINA RESOURCES LIMITED,AU000000PGM3
0,PTX,PLATINEX INC,CA72765P1080
0,PAXX,PLATINUM ASIA FUND ETF,AU00000PAXX0
1,PAI,PLATINUM ASIA INVESTMENTS LT,AU000000PAI4
0,PTM,PLATINUM ASSET MANAGEMENT,AU000000PTM6
0,PMC,PLATINUM CAPITAL LIMITED,AU000000PMC2
2,PTM,PLATINUM GROUP METALS LTD,CA72765Q8829
0,PIXX,PLATINUM INTERNATIONAL FUND,AU00000PIXX3
0,PTP,PLATINUM UNDERWRITERS HLDGS,BMG7127P1005
1,PGC,PLATO GOLD CORP,CA72766E1025
0,PL8,PLATO INCOME MAXIMISER LTD,AU000000PL81
4,1949,PLATT NERA INTERNATIONAL LTD,KYG7S47A1005
0,NMS,PLAYA HOTELS & RESORTS NV,NL0012170237
2,AGS,PLAYAGS INC,US72814N1046
1,PLA,PLAYBOY ENTERPRISES -CL B,US7281173002
0,PNTV,PLAYERS NETWORK,US72811P1021
0,PLY,PLAYFAIR MINING LTD,CA72811X2041
0,STMM,PLAYTECH PLC,IM00B7S9G985
0,7502,PLAZA CREATE HONSHA CO LTD,JP3832600005
1,PHI,PLDT INC-SPON ADR,US69344D4088
0,PROP,PLEDGE PETROLEUM CORP,US72909F1075
0,9945,PLENUS CO LTD,JP3833700002
0,NMS,PLEXUS CORP,US7291321005
2,ASQ1,PLEXUS HOLDINGS PLC,GB00B0MDF233
0,1523,PLOVER BAY TECHNOLOGIES LTD,KYG713321035
0,SCM,PLUMAS BANCORP,US7292731020
0,PS,PLURALSIGHT INC - A,US72941B1061
0,SCM,PLX PHARMA INC,US72942A1079
0,NOINFO,PLYMOUTH FINANCIAL CORP,US7295111055
0,PLYM,PLYMOUTH INDUSTRIAL REIT INC,US7296401026
3,PRT,PLYMOUTH ROCK TECHNOLOGIES I,CA7300201042
0,PMIR,PMI GROUP INC,US69344M5076
0,PNBGILTS,PNB GILTS LTD,INE859A01011
0,PNBHOUSIN,PNB HOUSING FINANCE LTD,INE572E01012
0,PNCINFRA,PNC INFRATECH LTD,INE195J01029
0,PNM,PNM RESOURCES INC,US69349H1077
0,PNX,PNX METALS LTD,AU000000PNX6
0,PVE,PO VALLEY ENERGY LTD,AU000000PVE9
0,PODDARMEN,PODDAR PIGMENTS LTD,INE371C01013
0,POD,PODIUM MINERALS LTD,AU000000POD6
0,PTK,POET TECHNOLOGIES INC,CA73044W3021
0,OKB,POHJOLA BANK OYJ-A SHS,FI0009003222
1,PNTR,POINTER TELOCATION LTD,IL0010826274
0,3DP,POINTERRA LTD,AU0000003DP6
3,PBH,POINTSBET HOLDINGS LTD,AU0000047797
0,POKARNA,POKARNA LTD,INE637C01025
0,4927,POLA ORBIS HOLDINGS INC,JP3855900001
0,SSMM,POLAR CAPITAL GLOBAL FINANCI,GB00B9XQT119
0,AMSM,POLAR CAPITAL HOLDINGS PLC,GB00B1GCLT25
0,STMM,POLAR CAPITAL TECHNOLOGY TR,GB0004220025
1,POLR,POLAR PETROLEUM CORP,US73101T1016
0,SCM,POLAR POWER INC,US73102V1052
0,ASQ1,POLAREAN IMAGING PLC,GB00BF3DT583
0,600155,POLARIS BAY GROUP CO LTD-A,CNE000000X53
1,PLS,POLARIS MATERIALS CORP,CA7310741003
1,SCM,POLARITYTE INC,US7310942070
0,PXX,POLARX LTD,AU000000PXX5
0,4239,POLATECHNO CO LTD,JP3858000007
0,PBL,POLLARD BANKNOTE LTD,CA73150R1055
0,5AE,POLLUX PROPERTIES LTD,SG1I77884290
4,POL,POLO RESOURCES LTD,VGG6844A1158
7,PHN,POLSKI HOLDING NIERUCHOMOSCI,PLPHN0000014
4,8011,POLYARD PETROLEUM INTERNATIO,KYG7159B1775
0,CURRENT,POLYDEX PHARMACEUTICALS LTD,BS7317282002
0,POLY-L,POLYGON REAL ESTATE LTD,IL0007450187
0,CURRENT,POLYMETAL INTERNATION-SP ADR,US73178Q1058
1,SET3,POLYMETAL INTERNATIONAL PLC,JE00B6T5S470
0,PNV,POLYNOVO LTD,AU000000PNV0
0,POLYPLEX,POLYPLEX CORPORATION LTD,INE633B01018
0,208,POLYTEC ASSET HOLDINGS LTD,KYG716591170
1,XETRA,POLYTEC HOLDING AG,AT0000A00XX9
0,IOBE,POLYUS PJSC-REG S-GDR,US73181M1172
0,PMEY,POMCO ENERGY CORP,US7318071039
0,POND,POND TECHNOLOGIES HOLDINGS I,CA73238C1041
0,NOINFO,PONIARD PHARMACEUTICALS INC,US7324494001
0,PONNIEROD,PONNI SUGARS ERODE LTD,INE838E01017
0,PON,PONSSE OYJ,FI0009005078
0,CURRENT,PONTIAC BANCORP INC,US7324901070
0,NMS,POOL CORP,US73278L1052
1,POOL,POOL SAFE INC,CA73278C1059
0,POPE,POPE RESOURCES,US7328571077
0,7601,POPLAR CO LTD,JP3856600006
0,NMS,POPULAR INC,PR7331747001
0,XETRA,PORSCHE AUTOMOBIL HLDG-PRF,DE000PAH0038
0,CURRENT,PORTER HOLDING INTERNATIONAL,US73624L1061
0,PAX,PORTEX MINERALS INC,CA7364011006
0,PPDM,PORTFOLIO PLUS DEV MKT ETF,US25460E5969
0,5891,PORTICO INTERNATIONAL HOLDIN,BMG7183G1015
0,POR,PORTLAND GENERAL ELECTRIC CO,US7365088472
0,NMS,PORTMAN RIDGE FINANCE CORP,US73688F2011
1,POR,PORTOBELLO SPA,IT0005337495
2,POR,PORTOFINO RESOURCES INC,CA73689L2075
0,PTLA,PORTOLA PHARMACEUTICALS INC,US7370101088
0,CURRENT,PORTSMOUTH SQUARE INC,US7372121001
0,SSMM,PORVAIR PLC,GB0006963689
0,PBIT,POSABIT SYSTEMS CORP,CA7373071082
6,PSN,POSEIDON CONCEPTS CORP,CA73731R1038
1,POS,POSEIDON NICKEL LTD,AU000000POS4
0,PAY.CAD,POSERA LTD,CA73734P1045
0,PSID,POSITIVEID CORP,US73740J6055
0,CURRENT,POSITRON CORP,US7373976049
1,POST,POST HOLDINGS INC,US7374461041
0,PSTL,POSTAL REALTY TRUST INC- A,US73757R1023
1,1658,POSTAL SAVINGS BANK OF CHI-H,CNE1000029W3
0,POT,POTASH CORP OF SASKATCHEWAN,CA73755L1076
0,POT,POTASH CORP OF SASKATCHEWAN,CA73755L1076
0,603603,POTEN ENVIRONMENT GROUP CO-A,CNE100002R40
0,NMS,POTLATCHDELTIC CORP,US7376301039
0,NOINFO,POTNETWORK HOLDINGS INC,US7376362098
0,CURRENT,POTOMAC BANCSHARES INC,US7376431067
0,PWDR,POWDER RIVER PETROLEUM INTERNA,US7388651041
0,5695,POWDERTECH CO LTD,JP3781200005
0,NMS,POWELL INDUSTRIES INC,US7391281067
0,601669,POWER CONSTRUCTION CORP OF-A,CNE1000017G1
0,PEFF,POWER EFFICIENCY CORP,US7392683089
7,PFC,POWER FINANCE CORPORATION,INE134E01011
0,PWF,POWER FINANCIAL CORP,CA73927C1005
0,PWF,POWER FINANCIAL CORP,CA73927C1005
0,POWERGRID,POWER GRID CORP. OF INDIA LTD.,INE752E01010
1,PGP,POWER GROUP PROJECTS CORP,CA73928T1021
0,NMS,POWER INTEGRATIONS INC,US7392761034
0,POWERMECH,POWER MECH PROJECTS LTD,INE211R01019
0,PWM,POWER METALS CORP,CA73929Q1072
0,PWRV,POWER OF THE DREAM VENTURES,US7393061087
1,6145,POWER QUOTIENT INTERNATIONAL,TW0006145006
0,CURRENT,POWER SOLUTIONS INTERNATIONA,US73933G2021
0,PBX,POWERBAND SOLUTIONS INC,CA73934B4001
0,SCM,POWERBRIDGE TECHNOLOGIES CO,KYG720071003
0,PWDY,POWERDYNE INTERNATIONAL INC,US73933L1026
0,ASQ1,POWERHOUSE ENERGY GROUP PLC,GB00B4WQVY43
0,PVL,POWERHOUSE VENTURES LTD,NZPVLE0001S6
1,POWR,POWERSECURE INTERNATIONAL IN,US73936N1054
0,PPAP,PPAP AUTOMOTIVE LTD,INE095I01015
33,PPC,PPC LTD,ZAE000170049
0,PPG,PPG INDUSTRIES INC,US6935061076
0,SSMM,PPHE HOTEL GROUP LTD,GG00B1Z5FH87
0,8201,PPS INTERNATIONAL HOLDINGS L,KYG7222V1840
0,NMS,PRA GROUP INC,US69354N1063
0,PRAH,PRA HEALTH SCIENCES INC,US69354M1080
0,PXPT,PRACTICEXPERT INC,US73942A1051
0,1913,PRADA S.P.A.,IT0003874101
0,PRADIP,PRADIP OVERSEAS LTD,INE495J01015
0,PPS,PRAEMIUM LTD,AU000000PPS1
0,NOINFO,PRAETORIAN PROPERTY INC,US73943L1008
1,PSK,PRAIRIESKY ROYALTY LTD,CA7397211086
0,PRAJIND,PRAJ INDUSTRIES LIMITED,INE074A01025
0,PRAENG,PRAJAY ENGINEERS SYNDICATE,INE505C01016
0,PRAKASH,PRAKASH INDUSTRIES LIMITED,INE603A01013
0,PRAKASHST,PRAKASH STEELAGE LTD,INE696K01024
0,DIAMONDYD,PRATAAP SNACKS LTD,INE393P01035
0,PXR,PRAXAIR INC,US74005P1049
0,PRAXIS,PRAXIS HOME RETAIL LIMITED,INE546Y01022
0,PXYN,PRAXSYN CORP,US74006F1057
0,SCM,PRECIPIO INC,US74019L5030
1,PRG,PRECIPITATE GOLD CORP,CA74019D1050
10,PREC,PRECISE BIOMETRICS AB,SE0018013849
0,NMS,PRECISION BIOSCIENCES INC,US74019P1084
0,PRECAM,PRECISION CAMSHAFTS LTD,INE484I01029
1,PCP,PRECISION CASTPARTS CORP,US7401891053
0,PDS,PRECISION DRILLING CORP,CA74022D4075
0,PEYE,PRECISION OPTICS CORP INC,US7402943010
0,PPTO,PRECISION PETROLEUM CORP,US74030P1030
0,7707,PRECISION SYSTEM SCIENCE CO,JP3833400009
4,1651,PRECISION TSUGAMI CHINA CORP,KYG7215M1006
0,PRECWIRE,PRECISION WIRES INDIA LTD,INE372C01037
0,SSQ3,PREDATOR OIL & GAS HOLDINGS,JE00BFZ1D698
0,PDI,PREDICTIVE DISCOVERY LTD,AU000000PDI8
0,LIMITED,PREDICTIVE TECHNOLOGY GROUP,US74039H1023
0,TCTL,PREMISE CAPITAL DIVERSIFIED,US26922A7688
2,PBH,PREMIUM BRANDS HOLDINGS CORP,CA74061A1084
0,PPTL,PREMIUM ENERGY CORP,US74061F2065
0,7199,PREMIUM GROUP CO LTD,JP3833710001
0,2588,PREMIUM WATER HOLDINGS INC,JP3155450004
0,PPDC,PREPAYD INC,US74072A1051
1,PTX,PRESCIENT THERAPEUTICS LTD,AU000000PTX3
3,ASQ1,PRESIDENT ENERGY PLC,GB00B3DDP128
0,3254,PRESSANCE CORP,JP3833300001
0,PRESSMN,PRESSMAN ADVERTISING LTD,INE980A01023
0,PBIO,PRESSURE BIOSCIENCES INC,US74112E2081
0,ASQ1,PRESSURE TECHNOLOGIES PLC,GB00B1XFKR57
0,CURRENT,PRESTIGE CARS INTERNATIONAL,US74112Q1022
1,PBH,PRESTIGE CONSUMER HEALTHCARE,US74112D1019
0,PRESTIGE,PRESTIGE ESTATES PROJECTS,INE811K01011
0,4290,PRESTIGE INTERNATIONAL INC,JP3833620002
0,PSNP,PRESTON CORP/NV,US74113J1079
0,PVG,PRETIUM RESOURCES INC,CA74139C1023
0,PREV,PREVECEUTICAL MEDICAL INC,CA74141E1043
0,CURRENT,PREVENTION INSURANCE.COM,US7413753077
0,PRGX,PRGX GLOBAL INC,US69357C5031
0,PRMI,PRIAM PROPERTIES INC,US7414061025
0,NMS,PRICESMART INC,US7415111092
0,PRICOLLTD,PRICOL LIMITED,INE726V01018
0,2281,PRIMA MEAT PACKERS LTD,JP3833200003
0,PMCM,PRIMCO MANAGEMENT INC,US74164Q3074
0,ALPCI,PRIMECITY INVESTMENT PLC,CY0104972217
0,SCM,PRIMEENERGY RESOURCES CORP,US74158E1047
1,PEH,PRIMELINE ENERGY HOLDINGS,KYG7243H1074
1,PRI,PRIMERICA INC,US74164M1080
24,PGX,PRIMERO GROUP LTD,AU0000015463
0,PRMW.OLD,PRIMO WATER OPERATIONS INC,US74165N1054
0,NMS,PRIMORIS SERVICES CORP,US74164F1030
0,PRSG,PRIMUS GUARANTY LTD,BMG724571077
0,SET3,PRINCESS PRIV EQTY HOLD LTD,GG00B28C2R28
0,SET3,PRINCESS PRIV EQTY HOLD LTD,GG00B28C2R28
0,CURRENT,PRINCETON CAPITAL CORP,US7418651094
0,PNBC,PRINCETON NATIONAL BANCORP,US7422821063
0,CURRENT,PRINCIPAL SOLAR INC,US74255T2024
0,PRNB,PRINCIPIA BIOPHARMA INC,US74257L1089
0,CURRENT,PRIORITY AVIATION INC,US74273F1012
0,SCM,PRIORITY TECHNOLOGY HOLDINGS,US74275G1076
2,PRTC,PRIORTECH LTD,IL0003280133
0,PRSMJOHNS,PRISM JOHNSON LIMITED,INE010A01011
1,PRS,PRISM RESOURCES INC,CA74264L2084
0,NOINFO,PRISM TECHNOLOGIES GROUP INC,US74273Y1001
0,ALPRI,PRISMAFLEX INTL,FR0004044600
0,PRVT,PRIVATE MEDIA GROUP INC,US74266R3021
0,PME,PRO MEDICUS LIMITED,AU000000PME8
0,PACT,PROACT IT GROUP AB,SE0015961222
0,PMRA,PROAMERICA BANK,US74272W1053
0,PRA,PROASSURANCE CORP,US74267C1062
0,CURRENT,PROBILITY MEDIA CORP,US74274K1097
0,PBP,PROBIOTEC LTD,AU000000PBP7
1,PKT,PROCERA NETWORKS INC,US74269U2033
0,XETRA,PROCREDIT HOLDING AG & CO KG,DE0006223407
0,BVQ,PROCURRI CORP LTD,SG1DA4000006
0,CURRENT,PROCYON CORP,US7428063009
0,PRX,PRODIGY GOLD NL,AU0000012494
1,PGV,PRODIGY VENTURES INC,CA7428421076
0,NOINFO,PRODUCTIVITY TECHNOLOGIES CP,US7430881067
0,PWG,PRODWAYS GROUP SA,FR0012613610
0,SCM,PROFESSIONAL DIVERSITY NETWO,US74312Y2028
0,PSIQ,PROFILE SOLUTIONS INC,US74317L1061
0,SCM,PROFIRE ENERGY INC,US74316X1019
0,NOINFO,PROFIT PLANNERS MANAGEMENT,US74317U2050
0,CURRENT,PROFITABLE DEVELOPMENTS INC,US74317C1062
0,PGNX,PROGENICS PHARMACEUTICALS,US7431871067
0,PGUS,PROGREEN US INC,US74327M1027
0,PREX,PROGRESS ENERGY INC-CVO,US743263AA39
0,NMS,PROGRESS SOFTWARE CORP,US7433121008
0,CURRENT,PROGRESSIVE CARE INC,US74332G1085
0,1581,PROGRESSIVE PATH GROUP HOLDI,KYG725391026
0,PROLIFE,PROLIFE INDUSTRIES LTD,INE994V01012
0,PLD,PROLOGIS INC,US74340W1036
0,FIBRAPL14,PROLOGIS PROPERTY MEXICO SA,MXCFFI170008
0,SCM,PROMIS NEUROSCIENCES INC,CA74346M4065
0,PFM,PRONTOFORMS CORP,CA74345T1057
0,PFPT,PROOFPOINT INC,US7434241037
0,3236,PROPERST CO LTD,JP3833780004
0,3464,PROPERTY AGENT INC,JP3833810009
0,4389,PROPERTY DATA BANK INC,JP3833820008
0,ASQ1,PROPERTY FRANCHISE GROUP PLC,GB00BH0WFH67
2,PLG,PROPERTYLINK GROUP,AU000000PLG5
0,PUMP,PROPETRO HOLDING CORP,US74347M1080
0,SCM,PROPHASE LABS INC,US74345W1080
0,PRO,PROPHECY INTERNATIONAL HLDGS,AU000000PRO6
0,STKR,PROPHOTONIX LTD,US7434651060
2,PRO,PROS HOLDINGS INC,US74346Y1038
0,SPXV,PROSHARES TRUST-S&P 500 EX-H,US74347B5654
0,RXL,PROSHARES ULTRA HEALTH CARE,US74347R7355
0,UOP,PROSHARES ULTRA OIL & GAS EX,US74347B4582
0,AGQ,PROSHARES ULTRA SILVER,US74347W3530
0,ROM,PROSHARES ULTRA TECHNOLOGY,US74347R6936
