new_index,longName,marketName,secIdList,Origin_Name,Origin_Stock,Origin_Country
255,AFC ENERGY PLC,AMSM,GB00B18S7B29,AFC ENERGY PLC,AFC,United Kingdom
256,AFCON HOLDINGS LTD,AFHL,IL0005780130,AFCON HOLDINGS LTD,AFHL,Israel
257,AFFILIATED MANAGERS GROUP,AMG,US0082521081,AFFILIATED MANAGERS GROUP,AMG,United States of America
258,AFFINITY BEVERAGE GROUP INC,ABVG,US00831F1012,AFFINITY BEVERAGE GROUP INC,ABVG,United States of America
259,AFFINITY ENERGY AND HEALTH L,AEB,AU000000AEB3,AFFINITY ENERGY AND HEALTH L,AEB,Australia
260,AFFINITY GOLD CORP,NOINFO,US00829M1009,AFFINITY GOLD CORP,AFYG,United States of America
261,AFFINITY METALS CORP,AFF,CA00827Y1060,AFFINITY METALS CORP,AFF,Canada
262,AFFINITY NETWORKS INC,AFFN,US00829L1026,AFFINITY NETWORKS INC,AFFN,
263,AFFINOR GROWERS INC,AFI,CA00830Q3061,AFFINOR GROWERS INC,AFI,Canada
264,AFFIRMATIVE INSURANCE HOLDIN,AFFMQ,US0082721061,AFFIRMATIVE INSURANCE HOLDIN,AFFMQ,
265,AFFLUENT PARTNERS HOLDINGS,1466,KYG0130B1014,AFFLUENT PARTNERS HOLDINGS,1466,Hong Kong
266,AFFYMAX INC,NOINFO,US00826A1097,AFFYMAX INC,AFFY,United States of America
267,AFI DEVELOPMENT PLC-GDR REGS,AFID,US00106J2006,AFI DEVELOPMENT PLC-GDR REGS,AFID,
268,AFLAC INC,AFL,US0010551028,AFLAC INC,AFL,Germany
269,AFREN PLC,AFR,GB00B0672758,AFREN PLC,AFR,
270,AFRICA ENERGY CORP,CURRENT,CA00830W1059,AFRICA ENERGY CORP,HPMCF,United States of America
271,AFRICA ISRAEL RESIDENCES LTD,AFRE,IL0010979487,AFRICA ISRAEL RESIDENCES LTD,AFRE,Israel
272,AFRICA OIL CORP,CURRENT,CA00829Q1019,AFRICA OIL CORP,AOIFF,United States of America
273,AFRICAN COPPER CORP,ACCS,US00830V1070,AFRICAN COPPER CORP,ACCS,
274,AFRICAN GOLD LTD,A1G,AU0000036949,AFRICAN GOLD LTD,A1G,Australia
275,AFRICAN METALS CORP,AFMCF,CA0082872031,AFRICAN METALS CORP,AFMCF,
276,AFRICAN MINERALS LTD,AMLZF,BMG0114P1005,AFRICAN MINERALS LTD,AMLZF,United States of America
277,AFRICAN RAINBOW MINERALS LTD,ARI,ZAE000054045,AFRICAN RAINBOW MINERALS LTD,ARI,South Africa
278,AFRITIN MINING LTD,ASQ1,GG00BD95V148,AFRITIN MINING LTD,ATM,United Kingdom
279,AFTERMASTER INC,NOINFO,US00831X1028,AFTERMASTER INC,AFTM,United States of America
280,AFTERPAY HOLDINGS LTD,AFY,AU000000AFY2,AFTERPAY HOLDINGS LTD,AFY,
281,AG GROWTH INTERNATIONAL INC,CURRENT,CA0011811068,AG GROWTH INTERNATIONAL INC,AGGZF,United States of America
282,AG MORTGAGE INVESTMENT TRUST,MITT,US0012285013,AG MORTGAGE INVESTMENT TRUST,MITT,United States of America
283,AGARWAL INDUSTRIAL CORPORATI,AGARIND,INE204E01012,AGARWAL INDUSTRIAL CORPORATI,AGARIND,India
284,AGC INC,5201,JP3112000009,AGC INC,5201,Germany
285,AGCO CORP,AGCO,US0010841023,AGCO CORP,AGCO,Germany
286,AGEAGLE AERIAL SYSTEMS INC,UAVS,US00848K1016,AGEAGLE AERIAL SYSTEMS INC,UAVS,United States of America
287,AGENCY GROUP AUSTRALIA LTD,AU1,AU000000AU12,AGENCY GROUP AUSTRALIA LTD,AU1,Australia
288,AGENT INFORMATION SOFTWARE I,CURRENT,US00847D1081,AGENT INFORMATION SOFTWARE I,AIFS,United States of America
289,AGENT155 MEDIA CORP,AGMC,US00845C1027,AGENT155 MEDIA CORP,AGMC,
290,AGENUS INC,SCM,US00847G7051,AGENUS INC,AGEN,United States of America
291,AGEX THERAPEUTICS INC,AGE,US00848H1086,AGEX THERAPEUTICS INC,AGE,United States of America
292,AGF MANAGEMENT LTD-CLASS B,CURRENT,CA0010921058,AGF MANAGEMENT LTD-CLASS B,AGFMF,United States of America
293,AGFA GEVAERT NV-UNSPON ADR,LIMITED,US00846M1099,AGFA GEVAERT NV-UNSPON ADR,AFGVY,United States of America
294,AGGREKO PLC,AGK,GB00BK1PTB77,AGGREKO PLC,AGK,United Kingdom
295,AGILE GROUP HOLDINGS LTD,3383,KYG011981035,AGILE GROUP HOLDINGS LTD,3383,Hong Kong
296,AGILE THERAPEUTICS INC,SCM,US00847L2097,AGILE THERAPEUTICS INC,AGRX,United States of America
297,AGILENT TECHNOLOGIES INC,A,US00846U1016,AGILENT TECHNOLOGIES INC,A,Mexico
298,AGILYSYS INC,NMS,US00847J1051,AGILYSYS INC,AGYS,United States of America
299,AGIOS PHARMACEUTICALS INC,NMS,US00847X1046,AGIOS PHARMACEUTICALS INC,AGIO,Mexico
300,AGIPLAN TECHNOSOFT AG,AGI,DE0005870356,AGIPLAN TECHNOSOFT AG,AGI,
301,AGJUNCTION INC,AJX,CA00847V1085,AGJUNCTION INC,AJX,Canada
302,AGL ENERGY LTD,AGL,AU000000AGL7,AGL ENERGY LTD,AGL,Australia
303,AGL RESOURCES INC,GAS,US0012041069,AGL RESOURCES INC,GAS,
304,AGM GROUP HOLDINGS INC,SCM,VGG0132V1058,AGM GROUP HOLDINGS INC,AGMH,United States of America
305,AGNC INVESTMENT CORP,NMS,US00123Q6098,AGNC INVESTMENT CORP,AGNCM,United States of America
306,AGNICO EAGLE MINES LTD,AEM,CA0084741085,AGNICO EAGLE MINES LTD,AEM,Canada
307,AGORA HOLDINGS INC,AGHI,US00848N3035,AGORA HOLDINGS INC,AGHI,United States of America
308,AGORA HOSPITALITY GROUP CO L,9704,JP3561200001,AGORA HOSPITALITY GROUP CO L,9704,Japan
309,AGRATIO URBAN DESIGN INC,3467,JP3108170006,AGRATIO URBAN DESIGN INC,3467,Japan
310,AGRIA CORP - ADR,GRO,US00850H1032,AGRIA CORP - ADR,GRO,
311,AGRICULTURAL BANK OF CHINA-H,1288,CNE100000Q43,AGRICULTURAL BANK OF CHINA-H,1288,Hong Kong
312,AGRIEURO CORP,EURI,US00853R1086,AGRIEURO CORP,EURI,
313,AGRIMIN LTD,AMN,AU000000AMN1,AGRIMIN LTD,AMN,Australia
314,AGRIMINCO CORP,ANO,CA00855X1033,AGRIMINCO CORP,ANO,
315,AGRIOS GLOBAL HOLDINGS LTD,AGRO,CA00856K1003,AGRIOS GLOBAL HOLDINGS LTD,AGRO,Canada
316,AGRITECH WORLDWIDE INC,FBER,US00856P1093,AGRITECH WORLDWIDE INC,FBER,
317,AGRITEK HOLDINGS INC,NOINFO,US00856J2024,AGRITEK HOLDINGS INC,AGTK,United States of America
318,AGRITERRA LTD,AMSM,GG00BDG13C09,AGRITERRA LTD,AGTA,United Kingdom
319,AGRIUM INC,AGU,CA0089161081,AGRIUM INC,AGU,
320,AGRO CAPITAL MANAGEMENT CORP,CURRENT,US00856H3057,AGRO CAPITAL MANAGEMENT CORP,ACMB,United States of America
321,AGRO PHOS INDIA LTD,AGROPHOS,INE740V01019,AGRO PHOS INDIA LTD,AGROPHOS,India
322,AGRO TECH FOODS LTD,ATFL,INE209A01019,AGRO TECH FOODS LTD,ATFL,India
323,AGRO-KANESHO CO LTD,4955,JP3108200001,AGRO-KANESHO CO LTD,4955,Japan
324,AGROFRESH SOLUTIONS INC,NMS,US00856G1094,AGROFRESH SOLUTIONS INC,AGFS,United States of America
325,AGROLIGA GROUP PLC,AGL,CY0101452114,AGROLIGA GROUP PLC,AGL,Poland
326,AGROTON PUBLIC LTD,AGT,CY0101062111,AGROTON PUBLIC LTD,AGT,Poland
327,AGTECH HOLDINGS LTD,8279,BMG0135Z1032,AGTECH HOLDINGS LTD,8279,Hong Kong
328,AGUIA RESOURCES LTD,AGRL,AU000000AGR4,AGUIA RESOURCES LTD,AGRL,Australia
329,AHIMSA INDUSTRIES LTD,AHIMSA,INE136T01014,AHIMSA INDUSTRIES LTD,AHIMSA,India
330,AHRESTY CORP,5852,JP3100600000,AHRESTY CORP,5852,Japan
331,AI HOLDINGS CORP,3076,JP3105090009,AI HOLDINGS CORP,3076,Japan
332,AI POWERED EQUITY ETF,AIEQ,US26924G8134,AI POWERED EQUITY ETF,AIEQ,
333,AIA ENGINEERING LTD,AIAENG,INE212H01026,AIA ENGINEERING LTD,AIAENG,India
334,AIA GROUP LTD,1299,HK0000069689,AIA GROUP LTD,1299,Hong Kong
335,AICHI STEEL CORP,5482,JP3103600007,AICHI STEEL CORP,5482,Japan
336,AIDA ENGINEERING LTD,6118,JP3102400003,AIDA ENGINEERING LTD,6118,Japan
337,AIFUL CORP,8515,JP3105040004,AIFUL CORP,8515,Japan
338,AIGAN CO LTD,9854,JP3101000002,AIGAN CO LTD,9854,Japan
339,AILERON THERAPEUTICS INC,SCM,US00887A1051,AILERON THERAPEUTICS INC,ALRN,United States of America
340,AIMMUNE THERAPEUTICS INC,AIMT,US00900T1079,AIMMUNE THERAPEUTICS INC,AIMT,United States of America
341,AIN HOLDINGS INC,9627,JP3105250009,AIN HOLDINGS INC,9627,Japan
342,AINO HEALTH AB,AINO,SE0009242555,AINO HEALTH AB,AINO,Sweden
343,AINSWORTH GAME TECHNOLOGY LT,AGI,AU000000AGI3,AINSWORTH GAME TECHNOLOGY LT,AGI,Australia
344,AIPHONE CO LTD,6718,JP3105050003,AIPHONE CO LTD,6718,Japan
345,AIR BERLIN PLC,XETRA,GB00B128C026,AIR BERLIN PLC,AB1,Germany
346,AIR CANADA,AC,CA0089118776,AIR CANADA,AC,Canada
347,AIR CHINA LTD-SPONSORED-ADR,CURRENT,US00910M1009,AIR CHINA LTD-SPONSORED-ADR,AIRYY,United States of America
348,AIR FRANCE-KLM,XETRA,FR0000031122,AIR FRANCE-KLM,AF,France
349,AIR PRODUCTS & CHEMICALS INC,APD,US0091581068,AIR PRODUCTS & CHEMICALS INC,APD,United States of America
350,AIRAN LTD,AIRAN,INE645W01026,AIRAN LTD,AIRAN,India
351,AIRBORNE SECURITY & PROTECTI,NOINFO,US00927Q1022,AIRBORNE SECURITY & PROTECTI,ABPR,United States of America
352,AIRBORNE WIRELESS NETWORK,NOINFO,US00928L3006,AIRBORNE WIRELESS NETWORK,ABWN,United States of America
353,AIRBOSS OF AMERICA CORP,BOS,CA00927V2003,AIRBOSS OF AMERICA CORP,BOS,Canada
354,AIRBUS SE,AIR,NL0000235190,AIRBUS SE,AIR,France
355,AIRCASTLE LTD,AYR,BMG0129K1045,AIRCASTLE LTD,AYR,
356,AIRGAIN INC,SCM,US00938A1043,AIRGAIN INC,AIRG,United States of America
357,AIRGAS INC,ARG,US0093631028,AIRGAS INC,ARG,
358,AIRIQ INC,IQ,CA0091204036,AIRIQ INC,IQ,Canada
359,AIRNET TECHNOLOGY INC-ADR,SCM,US00941Q1040,AIRNET TECHNOLOGY INC-ADR,ANTE,United States of America
360,AIROPACK TECHNOLOGY GROUP AG,CSSA,CH0242606942,AIROPACK TECHNOLOGY GROUP AG,CSSA,Switzerland
361,AIRPORT CITY LTD,ARPT,IL0010958358,AIRPORT CITY LTD,ARPT,Israel
362,AIRPORT FACILITIES CO LTD,8864,JP3266050008,AIRPORT FACILITIES CO LTD,8864,Japan
363,AIRPORTS OF THAILAND PCL-ADR,LIMITED,US00950R1005,AIRPORTS OF THAILAND PCL-ADR,AIPUY,United States of America
364,AIRSPAN NETWORKS INC,AIRO,US00950H3003,AIRSPAN NETWORKS INC,AIRO,United States of America
365,AIRTECH JAPAN LTD,6291,JP3688100001,AIRTECH JAPAN LTD,6291,Japan
366,AIRTEL AFRICA PLC,SET1,GB00BKDRYJ47,AIRTEL AFRICA PLC,AAF,United Kingdom
367,AIRTOUCH COMMUNICATIONS INC,ATCH,US00951E1082,AIRTOUCH COMMUNICATIONS INC,ATCH,United States of America
368,AIRTRIP CORP,6191,JP3167240005,AIRTRIP CORP,6191,Japan
369,AISAN INDUSTRY CO LTD,7283,JP3101600009,AISAN INDUSTRY CO LTD,7283,Japan
370,AISAN TECHNOLOGY CO LTD,4667,JP3101800005,AISAN TECHNOLOGY CO LTD,4667,Japan
371,AISINO CORP-A,600271,CNE000001FB1,AISINO CORP-A,600271,China
372,AISYSTEMS INC,ASYI,US0014361044,AISYSTEMS INC,ASYI,
373,AIT CORP,9381,JP3160050005,AIT CORP,9381,Japan
374,AIXTRON SE,XETRA,DE000A0WMPJ6,AIXTRON SE,AIXA,Germany
375,AJ BELL PLC,STMM,GB00BFZNLB60,AJ BELL PLC,AJB,United Kingdom
376,AJ LUCAS GROUP LIMITED,AJL,AU000000AJL1,AJ LUCAS GROUP LIMITED,AJL,Australia
377,AJANTA PHARMA LTD,AJANTPHAR,INE031B01049,AJANTA PHARMA LTD,AJANTPHAR,India
378,AJINOMOTO CO INC,2802,JP3119600009,AJINOMOTO CO INC,2802,Japan
379,AJMERA REALTY & INFRA INDIA,AJMERA,INE298G01027,AJMERA REALTY & INFRA INDIA,AJMERA,India
380,AK MEDICAL HOLDINGS LTD,1789,KYG020141019,AK MEDICAL HOLDINGS LTD,1789,Hong Kong
381,AK STEEL HOLDING CORP,AKS,US0015471081,AK STEEL HOLDING CORP,AKS,Mexico
382,AKAMAI TECHNOLOGIES INC,NMS,US00971T1016,AKAMAI TECHNOLOGIES INC,AKAM,United States of America
383,AKARI THERAPEUTICS PLC-ADR,SCM,US00972G1085,AKARI THERAPEUTICS PLC-ADR,AKTX,United States of America
384,AKATSUKI EAZIMA CO LTD,1997,JP3131000006,AKATSUKI EAZIMA CO LTD,1997,Japan
385,AKCEA THERAPEUTICS INC,AKCA,US00972L1070,AKCEA THERAPEUTICS INC,AKCA,United States of America
386,AKEBIA THERAPEUTICS INC,NMS,US00972D1054,AKEBIA THERAPEUTICS INC,AKBA,United States of America
387,AKEBONO BRAKE INDUSTRY CO,7238,JP3108400007,AKEBONO BRAKE INDUSTRY CO,7238,Japan
388,AKER ASA-A SHARES,AKER,NO0010234552,AKER ASA-A SHARES,AKER,Norway
389,AKER SOLUTIONS ASA-UNSP ADR,LIMITED,US00973M1045,AKER SOLUTIONS ASA-UNSP ADR,AKRYY,United States of America
390,AKERNA CORP,SCM,US00973W1027,AKERNA CORP,KERN,United States of America
391,AKERO THERAPEUTICS INC,NMS,US00973Y1082,AKERO THERAPEUTICS INC,AKRO,United States of America
392,AKIKAWA FOODS & FARMS CO LTD,1380,JP3107400008,AKIKAWA FOODS & FARMS CO LTD,1380,Japan
393,AKITA BANK LTD/THE,8343,JP3107600003,AKITA BANK LTD/THE,8343,Japan
394,AKITA DRILLING LTD-CL A,CURRENT,CA0099051009,AKITA DRILLING LTD-CL A,AKTAF,United States of America
395,AKORN INC,AKRXQ,US0097281069,AKORN INC,AKRXQ,United States of America
396,AKOUSTIS TECHNOLOGIES INC,SCM,US00973N1028,AKOUSTIS TECHNOLOGIES INC,AKTS,United States of America
397,AKSH OPTIFIBRE LIMITED,AKSHOPTFB,INE523B01011,AKSH OPTIFIBRE LIMITED,AKSHOPTFB,India
398,AKSHARCHEM INDIA LTD,AKSHARCHE,INE542B01011,AKSHARCHEM INDIA LTD,AKSHARCHE,India
399,AKTIA BANK OYJ,AKTIA,FI4000058870,AKTIA BANK OYJ,AKTIA,Finland
400,AKVA GROUP ASA,AKVA,NO0003097503,AKVA GROUP ASA,AKVA,Norway
401,AKZO NOBEL INDIA LTD,AKZOINDIA,INE133A01011,AKZO NOBEL INDIA LTD,AKZOINDIA,India
402,AKZO NOBEL N.V.,AKZA,NL0013267909,AKZO NOBEL N.V.,AKZA,Netherlands
403,AL GROUP LTD,8360,KYG0149T1195,AL GROUP LTD,8360,Hong Kong
404,ALABAMA AIRCRAFT INDUSTRIES,NOINFO,US01023E1001,ALABAMA AIRCRAFT INDUSTRIES,AAIIQ,United States of America
405,ALACER GOLD CORP,ASR,CA0106791084,ALACER GOLD CORP,ASR,Canada
406,ALADDIN SEPARATION TECH INC,ASPT,US01073B1052,ALADDIN SEPARATION TECH INC,ASPT,
407,ALAMO GROUP INC,ALG,US0113111076,ALAMO GROUP INC,ALG,United States of America
408,ALAMOS GOLD INC-CLASS A,AGI,CA0115321089,ALAMOS GOLD INC-CLASS A,AGI,Canada
409,ALANCO TECHNOLOGIES INC,NOINFO,US0116127020,ALANCO TECHNOLOGIES INC,ALAN,United States of America
410,ALANKIT LTD,ALANKIT,INE914E01040,ALANKIT LTD,ALANKIT,India
411,ALARA RESOURCES LTD,AUQ,AU000000AUQ7,ALARA RESOURCES LTD,AUQ,Australia
412,ALARM.COM HOLDINGS INC,NMS,US0116421050,ALARM.COM HOLDINGS INC,ALRM,United States of America
413,ALASKA AIR GROUP INC,ALK,US0116591092,ALASKA AIR GROUP INC,ALK,Germany
414,ALASKA GOLD CORP,AKGC,US0117061087,ALASKA GOLD CORP,AKGC,
415,ALASKA PACIFIC ENERGY CORP,NOINFO,US0117584062,ALASKA PACIFIC ENERGY CORP,ASKE,United States of America
416,ALASKA POWER & TELEPHONE CO,LIMITED,US0117642068,ALASKA POWER & TELEPHONE CO,APTL,United States of America
417,ALBA MINERAL RESOURCES PLC,ASQ1,GB00B06KBB18,ALBA MINERAL RESOURCES PLC,ALBA,United Kingdom
418,ALBA SE,XETRA,DE0006209901,ALBA SE,ABA,Germany
419,ALBANY INTL CORP-CL A,AIN,US0123481089,ALBANY INTL CORP-CL A,AIN,United States of America
420,ALBEMARLE CORP,ALB,US0126531013,ALBEMARLE CORP,ALB,Germany
421,ALBERT DAVID LTD,ALBERTDAV,INE155C01010,ALBERT DAVID LTD,ALBERTDAV,India
422,ALBERT INC,3906,JP3126460009,ALBERT INC,3906,Japan
423,ALBERTON ACQUISITION CORP,ALAC,VGG350061088,ALBERTON ACQUISITION CORP,ALAC,United States of America
424,ALBION DEVELOPMENT VCT PLC,SSQ3,GB0004832472,ALBION DEVELOPMENT VCT PLC,AADV,United Kingdom
425,ALBION TECHNOLOGY & GENERAL,SSQ3,GB0005581672,ALBION TECHNOLOGY & GENERAL,AATG,United Kingdom
426,ALBIREO PHARMA INC,SCM,US01345P1066,ALBIREO PHARMA INC,ALBO,Germany
427,ALCADON GROUP AB,ALCAD,SE0008732218,ALCADON GROUP AB,ALCAD,Sweden
428,ALCATEL-LUCENT-SPONSORED ADR,ALU,US0139043055,ALCATEL-LUCENT-SPONSORED ADR,ALU,
429,ALCENTRA EUROPEAN FLOATING R,AEFS,GG00BL649943,ALCENTRA EUROPEAN FLOATING R,AEFS,United Kingdom
430,ALCHEMIST LTD,ALCHEM,INE964B01033,ALCHEMIST LTD,ALCHEM,India
431,ALCHEMY CREATIVE INC,ALMY,US01374L1098,ALCHEMY CREATIVE INC,ALMY,
432,ALCHEMY RESOURCES LTD,ALY,AU000000ALY0,ALCHEMY RESOURCES LTD,ALY,Australia
433,ALCIDION GROUP LTD,ALC,AU000000ALC6,ALCIDION GROUP LTD,ALC,Australia
434,ALCOA CORP,AA,US0138721065,ALCOA CORP,AA,Mexico
435,ALCONIX CORP,3036,JP3126210008,ALCONIX CORP,3036,Japan
436,ALDEBARAN RESOURCES INC,ALDE,CA01408J1049,ALDEBARAN RESOURCES INC,ALDE,Canada
437,ALDERAN RESOURCES LTD,AL8,AU000000AL88,ALDERAN RESOURCES LTD,AL8,Australia
438,ALDERMORE GROUP PLC,ALD,GB00BQQMCJ47,ALDERMORE GROUP PLC,ALD,
439,ALDERON IRON ORE CORP,IRON,CA01434T1003,ALDERON IRON ORE CORP,IRON,
440,ALDEYRA THERAPEUTICS INC,SCM,US01438T1060,ALDEYRA THERAPEUTICS INC,ALDX,United States of America
441,ALDRIDGE MINERALS INC,AIW,CA0144301029,ALDRIDGE MINERALS INC,AIW,
442,ALE PROPERTY GROUP,LEP,AU000000LEP0,ALE PROPERTY GROUP,LEP,Australia
443,ALEAFIA HEALTH INC,AH,CA01444Q1046,ALEAFIA HEALTH INC,AH,Canada
444,ALECTOR INC,NMS,US0144421072,ALECTOR INC,ALEC,United States of America
445,ALELION ENERGY SYSTEMS AB,ALELIO,SE0008348072,ALELION ENERGY SYSTEMS AB,ALELIO,Sweden
446,ALEMBIC LIMITED,ALEMBICLT,INE426A01027,ALEMBIC LIMITED,ALEMBICLT,India
447,ALEMBIC PHARMACEUTICALS LTD,APLLTD,INE901L01018,ALEMBIC PHARMACEUTICALS LTD,APLLTD,India
448,ALERUS FINANCIAL CORP,SCM,US01446U1034,ALERUS FINANCIAL CORP,ALRS,United States of America
449,ALEXANDER & BALDWIN INC,ALEX,US0144911049,ALEXANDER & BALDWIN INC,ALEX,United States of America
450,ALEXANDRIA MINERALS CORP,AZX,CA0151001009,ALEXANDRIA MINERALS CORP,AZX,
451,ALEXCO RESOURCE CORP,AXU,CA01535P1062,ALEXCO RESOURCE CORP,AXU,United States of America
452,ALEXION PHARMACEUTICALS INC,ALXN,US0153511094,ALEXION PHARMACEUTICALS INC,ALXN,Germany
453,ALEXIUM INTERNATIONAL GROUP,AJX,AU000000AJX6,ALEXIUM INTERNATIONAL GROUP,AJX,Australia
454,ALEXZA PHARMACEUTICALS INC,ALXA,US0153842093,ALEXZA PHARMACEUTICALS INC,ALXA,
455,ALFA FINANCIAL SOFTWARE HOLD,SSMM,GB00BDHXPG30,ALFA FINANCIAL SOFTWARE HOLD,ALFA,United Kingdom
456,ALFA LAVAL AB,ALFA,SE0000695876,ALFA LAVAL AB,ALFA,Sweden
457,ALFRESA HOLDINGS CORP,2784,JP3126340003,ALFRESA HOLDINGS CORP,2784,Japan
458,ALGERNON PHARMACEUTICALS INC,AGNPF,CA01559R4008,ALGERNON PHARMACEUTICALS INC,AGNPF,United States of America
459,ALGOMA CENTRAL CORP,ALC,CA0156441077,ALGOMA CENTRAL CORP,ALC,Canada
460,ALGONQUIN POWER & UTILITIES,AQN,CA0158571053,ALGONQUIN POWER & UTILITIES,AQN,United States of America
461,ALHAMBRA RESOURCES LTD.,ALH,CA0159021090,ALHAMBRA RESOURCES LTD.,ALH,
462,ALIANZA MINERALS LTD,ANZ,CA0160951012,ALIANZA MINERALS LTD,ANZ,Canada
463,ALIBABA GROUP HOLDING-SP ADR,BABA,US01609W1027,ALIBABA GROUP HOLDING-SP ADR,BABA,Switzerland
464,ALIBABA PICTURES GROUP LTD,1060,BMG0171W1055,ALIBABA PICTURES GROUP LTD,1060,Hong Kong
465,ALICANTO MINERALS LTD,AQI,AU000000AQI2,ALICANTO MINERALS LTD,AQI,Australia
466,ALICE CONS MINING INC,NOINFO,US0160961092,ALICE CONS MINING INC,ACNE,United States of America
467,ALICO INC,NMS,US0162301040,ALICO INC,ALCO,United States of America
468,ALICON CASTALLOY LIMITED,ALICON,INE062D01024,ALICON CASTALLOY LIMITED,ALICON,India
469,ALIGN TECHNOLOGY INC,NMS,US0162551016,ALIGN TECHNOLOGY INC,ALGN,Mexico
470,ALIMAK GROUP AB,ALIG,SE0007158910,ALIMAK GROUP AB,ALIG,Sweden
471,ALIOR BANK SA - UNSP ADR,LIMITED,US0162791018,ALIOR BANK SA - UNSP ADR,ALORY,United States of America
472,ALITHYA GROUP INC-CLASS A,ALYA,CA01643B1067,ALITHYA GROUP INC-CLASS A,ALYA,United States of America
473,ALJ REGIONAL HOLDINGS INC,NMS,US0016271084,ALJ REGIONAL HOLDINGS INC,ALJJ,United States of America
474,ALK-ABELLO A/S-SPON ADR,LIMITED,US0016281067,ALK-ABELLO A/S-SPON ADR,AKABY,United States of America
475,ALKALI METALS LIMITED,ALKALI,INE773I01017,ALKALI METALS LIMITED,ALKALI,India
476,ALKALINE WATER CO INC/THE,SCM,US01643A2078,ALKALINE WATER CO INC/THE,WTER,Canada
477,ALKAME HOLDINGS INC,CURRENT,US01643J1097,ALKAME HOLDINGS INC,ALKM,United States of America
478,ALKEM LABORATORIES LTD,ALKEM,INE540L01014,ALKEM LABORATORIES LTD,ALKEM,India
479,ALKERMES PLC,NMS,IE00B56GVS15,ALKERMES PLC,ALKS,United States of America
480,ALKYL AMINES CHEMICALS LTD,ALKYLAMIN,INE150B01039,ALKYL AMINES CHEMICALS LTD,ALKYLAMIN,India
481,ALL ENERGY CORP,AFSE,US01663B1017,ALL ENERGY CORP,AFSE,
482,ALLAHABAD BANK,ALBK,INE428A01015,ALLAHABAD BANK,ALBK,
483,ALLAKOS INC,NMS,US01671P1003,ALLAKOS INC,ALLK,United States of America
484,ALLCARGO LOGISTICS LTD,ALLCARGO,INE418H01029,ALLCARGO LOGISTICS LTD,ALLCARGO,India
485,ALLDIGITAL HOLDINGS INC,ADGL,US01677T1060,ALLDIGITAL HOLDINGS INC,ADGL,
486,ALLEGHANY CORP,Y,US0171751003,ALLEGHANY CORP,Y,United States of America
487,ALLEGIANCE BANCSHARES INC,NMS,US01748H1077,ALLEGIANCE BANCSHARES INC,ABTX,United States of America
488,ALLEGIANCE BANK OF NORTH AME,ABPA,US01747V2060,ALLEGIANCE BANK OF NORTH AME,ABPA,
489,ALLEGIANCE COAL LTD,AHQ,AU000000AHQ4,ALLEGIANCE COAL LTD,AHQ,Australia
490,ALLEGIANT GOLD LTD,INTPRIMQX,CA01750B1058,ALLEGIANT GOLD LTD,AUXXF,United States of America
491,ALLEGIANT TRAVEL CO,NMS,US01748X1028,ALLEGIANT TRAVEL CO,ALGT,United States of America
492,ALLEGION PLC,ALLE,IE00BFRT3W74,ALLEGION PLC,ALLE,Mexico
493,ALLEGRO MERGER CORP,ALGRU,US01749N3017,ALLEGRO MERGER CORP,ALGRU,
494,ALLENA PHARMACEUTICALS INC,SCM,US0181191075,ALLENA PHARMACEUTICALS INC,ALNA,United States of America
495,ALLENERGY INC,ALRY,US0182651085,ALLENERGY INC,ALRY,
496,ALLERGAN PLC,AGN,IE00BY9D5467,ALLERGAN PLC,AGN,Mexico
497,ALLERGY THERAPEUTICS PLC,ASQ1,GB00B02LCQ05,ALLERGY THERAPEUTICS PLC,AGY,United Kingdom
498,ALLETE INC,ALE,US0185223007,ALLETE INC,ALE,United States of America
499,ALLIANCE AVIATION SERVICES L,AQZ,AU000000AQZ6,ALLIANCE AVIATION SERVICES L,AQZ,Australia
500,ALLIANCE FIBER OPTIC PRODUCT,ALAA,US0186803062,ALLIANCE FIBER OPTIC PRODUCT,ALAA,
501,ALLIANCE GLOBAL GRO-UNSP ADR,LIMITED,US01861B1017,ALLIANCE GLOBAL GRO-UNSP ADR,ALGGY,United States of America
502,ALLIANCE GROWERS CORP,ACG,CA01861C1095,ALLIANCE GROWERS CORP,ACG,
503,ALLIANCE HEALTHCARE GROUP LT,MIJ,SGXE65282837,ALLIANCE HEALTHCARE GROUP LT,MIJ,Singapore
504,ALLIANCE HOLDINGS GP LP,AHGP,US01861G1004,ALLIANCE HOLDINGS GP LP,AHGP,
505,ALLIANCE MEDIA HOLDINGS INC,NOINFO,US01863R1041,ALLIANCE MEDIA HOLDINGS INC,ADTR,United States of America
506,ALLIANCE MINING CORP,ALM,CA01863P2070,ALLIANCE MINING CORP,ALM,Canada
507,ALLIANCE NATIONAL MUNI INC,AFB,US01864U1060,ALLIANCE NATIONAL MUNI INC,AFB,United States of America
508,ALLIANCE RESOURCE PARTNERS,NMS,US01877R1086,ALLIANCE RESOURCE PARTNERS,ARLP,United States of America
509,ALLIANCE TRUST PLC,STMM,GB00B11V7W98,ALLIANCE TRUST PLC,ATST,United Kingdom
510,ALLIANCEBERNSTEIN HOLDING LP,AB,US01881G1067,ALLIANCEBERNSTEIN HOLDING LP,AB,United States of America
511,ALLIANT ENERGY CORP,NMS,US0188021085,ALLIANT ENERGY CORP,LNT,United States of America
